event_id,session_id,timestamp,ambient_temp_c,humidity_pct,wind_speed_kmh,fuel_level_pct,fuel_rate_lph,engine_temp_c,hydraulic_load_pct,payload_pct,seatbelt_fastened,proximity_distance_m,cycle_phase
34,WS-001,2026-09-23T08:00:00,32.0,58,12,61.3,21.0,79.0,50.0,20,1,12,DUMP
35,WS-001,2026-09-23T08:00:00,31.9,58,12,61.3,20.8,78.8,46.2,20,1,12,RETURN
36,WS-001,2026-09-23T08:00:00,32.8,58,12,61.3,20.8,79.3,47.4,20,1,12,ACQUIRE
37,WS-001,2026-09-23T08:00:00,33.5,58,12,61.3,22.3,80.6,70.9,65,1,12,LIFT
38,WS-001,2026-09-23T08:00:00,33.0,58,12,61.3,22.5,80.5,74.9,65,1,12,SWING
39,WS-001,2026-09-23T08:00:00,33.0,58,12,61.2,20.8,79.4,46.8,20,1,12,DUMP
40,WS-001,2026-09-23T08:00:00,32.4,58,12,61.2,20.9,79.1,48.6,20,1,12,RETURN
41,WS-001,2026-09-23T08:00:00,32.1,58,12,61.2,21.1,79.1,51.9,20,1,12,ACQUIRE
42,WS-001,2026-09-23T08:00:00,33.2,58,12,61.2,22.3,80.5,72.4,65,1,12,LIFT
43,WS-001,2026-09-23T08:00:00,32.4,58,12,61.2,22.5,80.2,74.9,65,1,12,SWING
44,WS-001,2026-09-23T08:00:00,32.6,58,12,61.1,21.2,79.4,52.6,20,1,12,DUMP
45,WS-001,2026-09-23T08:00:00,31.5,58,12,61.1,20.8,78.6,46.7,20,1,12,RETURN
46,WS-001,2026-09-23T08:00:00,32.3,58,12,61.1,20.8,79.0,46.3,20,1,12,ACQUIRE
47,WS-001,2026-09-23T08:00:00,31.4,58,12,61.1,22.2,79.5,70.6,65,1,12,LIFT
48,WS-001,2026-09-23T08:00:00,31.0,58,12,61.1,22.4,79.4,73.6,65,1,12,SWING
49,WS-001,2026-09-23T08:00:00,32.2,58,12,61.0,20.8,79.0,47.3,20,1,12,DUMP
50,WS-001,2026-09-23T08:00:00,31.5,58,12,61.0,21.0,78.8,50.7,20,1,12,RETURN
51,WS-001,2026-09-23T08:00:00,32.4,58,12,61.0,20.9,79.1,48.6,20,1,12,ACQUIRE
52,WS-001,2026-09-23T08:00:00,32.4,58,12,61.0,22.6,80.3,77.4,65,1,12,LIFT
53,WS-001,2026-09-23T08:00:00,32.7,58,12,61.0,22.5,80.3,75.0,65,1,12,SWING
54,WS-001,2026-09-23T08:00:00,32.5,58,12,60.9,21.1,79.3,52.5,20,1,12,DUMP
55,WS-001,2026-09-23T08:00:00,32.1,58,12,60.9,21.0,79.0,49.4,20,1,12,RETURN
56,WS-001,2026-09-23T08:00:00,32.6,58,12,60.9,21.1,79.4,52.3,20,1,6,ACQUIRE
57,WS-001,2026-09-23T08:00:00,33.0,58,12,60.9,22.2,80.3,70.6,65,1,6,LIFT
58,WS-001,2026-09-23T08:00:00,31.8,58,12,60.9,22.4,79.8,72.5,65,1,6,SWING
59,WS-001,2026-09-23T08:00:00,33.0,58,12,60.8,21.0,79.5,49.6,20,1,6,DUMP
60,WS-001,2026-09-23T08:00:00,32.2,58,12,60.8,20.8,78.9,46.0,20,1,6,RETURN
61,WS-001,2026-09-23T08:00:00,33.1,58,12,60.8,21.0,79.6,50.6,20,1,12,ACQUIRE
62,WS-001,2026-09-23T08:00:00,33.7,58,12,60.8,22.4,80.8,74.0,65,1,12,LIFT
63,WS-001,2026-09-23T08:00:00,32.9,58,12,60.8,22.2,80.3,70.6,65,1,12,SWING
64,WS-001,2026-09-23T08:00:00,32.1,58,12,60.7,20.9,79.0,48.5,20,1,12,DUMP
65,WS-001,2026-09-23T08:00:00,32.8,58,12,60.7,20.8,79.3,47.0,20,1,12,RETURN
66,WS-001,2026-09-23T08:00:00,32.4,58,12,60.7,21.2,79.3,52.7,20,1,12,ACQUIRE
67,WS-001,2026-09-23T08:00:00,34.0,58,12,60.7,22.5,81.0,74.6,65,1,12,LIFT
68,WS-001,2026-09-23T08:00:00,34.3,58,12,60.7,22.7,81.3,78.0,65,1,12,SWING
69,WS-001,2026-09-23T08:00:00,33.8,58,12,60.6,20.8,79.8,47.2,20,1,12,DUMP
70,WS-001,2026-09-23T08:00:00,32.7,58,12,60.6,21.1,79.4,51.1,20,1,12,RETURN
71,WS-001,2026-09-23T08:00:00,33.6,58,12,60.6,21.0,79.8,50.2,20,1,12,ACQUIRE
72,WS-001,2026-09-23T08:00:00,34.6,58,12,60.6,22.3,81.2,71.5,65,1,12,LIFT
73,WS-001,2026-09-23T08:00:00,34.0,58,12,60.6,22.5,81.0,75.1,65,1,12,SWING
74,WS-001,2026-09-23T08:00:00,33.8,58,12,60.5,20.7,79.7,45.7,20,1,12,DUMP
75,WS-001,2026-09-23T08:00:00,33.6,58,12,60.5,20.9,79.7,47.7,20,1,12,RETURN
76,WS-001,2026-09-23T08:00:00,34.3,58,12,60.5,21.1,80.2,51.9,20,1,12,ACQUIRE
77,WS-001,2026-09-23T08:00:00,33.6,58,12,60.5,22.5,80.8,75.5,65,1,12,LIFT
78,WS-001,2026-09-23T08:00:00,33.6,58,12,60.5,22.7,80.9,77.6,65,1,12,SWING
79,WS-001,2026-09-23T08:00:00,34.6,58,12,60.4,21.0,80.3,49.4,20,1,12,DUMP
80,WS-001,2026-09-23T08:00:00,33.9,58,12,60.4,20.9,79.9,47.5,20,1,12,RETURN
81,WS-001,2026-09-23T08:00:00,33.6,58,12,60.4,21.2,79.9,52.8,20,1,12,ACQUIRE
82,WS-001,2026-09-23T08:00:00,33.8,58,12,60.4,22.4,80.9,74.1,65,1,12,LIFT
83,WS-001,2026-09-23T08:00:00,34.9,58,12,60.4,22.5,81.5,75.3,65,1,12,SWING
84,WS-001,2026-09-23T08:00:00,34.0,58,12,60.3,20.9,79.9,48.3,20,1,12,DUMP
85,WS-001,2026-09-23T08:00:00,33.2,58,12,60.3,20.9,79.5,47.9,20,1,12,RETURN
86,WS-001,2026-09-23T08:00:00,34.3,58,12,60.3,21.0,80.2,50.0,20,1,6,ACQUIRE
87,WS-001,2026-09-23T08:00:00,34.3,58,12,60.3,22.3,81.0,71.6,65,1,6,LIFT
88,WS-001,2026-09-23T08:00:00,33.8,58,12,60.3,22.6,81.0,77.4,65,1,6,SWING
89,WS-001,2026-09-23T08:00:00,33.5,58,12,60.2,21.0,79.8,50.6,20,1,6,DUMP
90,WS-001,2026-09-23T08:00:00,32.7,58,12,60.2,21.2,79.5,52.8,20,1,6,RETURN
91,WS-001,2026-09-23T08:00:00,33.6,58,12,60.2,20.8,79.7,46.9,20,1,12,ACQUIRE
92,WS-001,2026-09-23T08:00:00,32.6,58,12,60.2,22.5,80.3,74.4,65,1,12,LIFT
93,WS-001,2026-09-23T08:00:00,33.3,58,12,60.2,22.2,80.5,70.7,65,1,12,SWING
94,WS-001,2026-09-23T08:00:00,34.1,58,12,60.1,21.1,80.1,52.3,20,1,12,DUMP
95,WS-001,2026-09-23T08:00:00,32.9,58,12,60.1,20.8,79.3,45.9,20,1,12,RETURN
96,WS-001,2026-09-23T08:00:00,33.6,58,12,60.1,20.9,79.8,49.0,20,1,12,ACQUIRE
97,WS-001,2026-09-23T08:00:00,33.3,58,12,60.1,22.4,80.6,74.1,65,1,12,LIFT
98,WS-001,2026-09-23T08:00:00,32.3,58,12,60.1,22.6,80.2,76.7,65,1,12,SWING
99,WS-001,2026-09-23T08:00:00,33.6,58,12,60.0,20.8,79.7,46.9,20,1,12,DUMP
100,WS-001,2026-09-23T08:00:00,32.6,58,12,60.0,20.9,79.2,48.1,20,1,12,RETURN
101,WS-001,2026-09-23T08:00:00,33.3,58,12,60.0,20.9,79.6,49.1,20,1,12,ACQUIRE
102,WS-001,2026-09-23T08:00:00,33.1,58,12,60.0,22.6,80.6,76.9,65,1,12,LIFT
103,WS-001,2026-09-23T08:00:00,31.9,58,12,60.0,22.6,80.0,76.3,65,1,12,SWING
104,WS-001,2026-09-23T08:00:00,32.1,58,12,59.9,21.1,79.1,52.5,20,1,12,DUMP
105,WS-001,2026-09-23T08:00:00,32.2,58,12,59.9,21.1,79.2,51.6,20,1,12,RETURN
106,WS-001,2026-09-23T08:00:00,31.7,58,12,59.9,20.8,78.7,47.4,20,1,12,ACQUIRE
107,WS-001,2026-09-23T08:00:00,32.3,58,12,59.9,22.7,80.3,78.0,65,1,12,LIFT
108,WS-001,2026-09-23T08:00:00,32.0,58,12,59.9,22.3,79.8,71.2,65,1,12,SWING
109,WS-001,2026-09-23T08:00:00,32.1,58,12,59.8,20.9,79.0,47.8,20,1,12,DUMP
110,WS-001,2026-09-23T08:00:00,32.1,58,12,59.8,21.0,79.0,49.3,20,1,12,RETURN
111,WS-001,2026-09-23T08:00:00,31.9,58,12,59.8,20.9,78.9,47.6,20,1,12,ACQUIRE
112,WS-001,2026-09-23T08:00:00,31.4,58,12,59.8,22.5,79.7,75.6,65,1,12,LIFT
113,WS-001,2026-09-23T08:00:00,32.2,58,12,59.8,22.3,80.0,71.9,65,1,12,SWING
114,WS-001,2026-09-23T08:00:00,32.6,58,12,59.7,20.7,79.1,45.3,20,1,12,DUMP
115,WS-001,2026-09-23T08:00:00,32.6,58,12,59.7,21.0,79.3,50.6,20,1,12,RETURN
116,WS-001,2026-09-23T08:00:00,32.7,58,12,59.7,20.9,79.3,48.1,20,1,6,ACQUIRE
117,WS-001,2026-09-23T08:00:00,32.5,58,12,59.7,22.6,80.3,76.6,65,1,6,LIFT
118,WS-001,2026-09-23T08:00:00,33.2,58,12,59.7,22.4,80.6,74.0,65,1,6,SWING
119,WS-001,2026-09-23T08:00:00,31.4,58,12,59.6,20.9,78.7,49.0,20,1,6,DUMP
120,WS-001,2026-09-23T08:00:00,32.6,58,12,59.6,21.1,79.4,52.0,20,1,6,RETURN
121,WS-001,2026-09-23T08:00:00,33.2,58,12,59.6,20.9,79.5,48.5,20,1,12,ACQUIRE
122,WS-001,2026-09-23T08:00:00,32.6,58,12,59.6,22.4,80.2,73.7,65,1,12,LIFT
123,WS-001,2026-09-23T08:00:00,33.1,58,12,59.6,22.4,80.5,73.3,65,1,12,SWING
124,WS-001,2026-09-23T08:00:00,33.0,58,12,59.5,20.8,79.3,46.2,20,1,12,DUMP
125,WS-001,2026-09-23T08:00:00,32.8,58,12,59.5,21.2,79.5,52.8,20,1,12,RETURN
126,WS-001,2026-09-23T08:00:00,32.6,58,12,59.5,21.0,79.3,50.5,20,1,12,ACQUIRE
127,WS-001,2026-09-23T08:00:00,33.3,58,12,59.5,22.6,80.7,76.8,65,1,12,LIFT
128,WS-001,2026-09-23T08:00:00,33.8,58,12,59.5,22.6,81.0,76.9,65,1,12,SWING
129,WS-001,2026-09-23T08:00:00,33.0,58,12,59.4,20.9,79.4,47.5,20,1,12,DUMP
130,WS-001,2026-09-23T08:00:00,33.8,58,12,59.4,21.1,79.9,51.1,20,1,12,RETURN
131,WS-001,2026-09-23T08:00:00,34.2,58,12,59.4,20.7,79.9,45.3,20,1,12,ACQUIRE
132,WS-001,2026-09-23T08:00:00,32.6,58,12,59.4,22.5,80.3,75.0,65,1,12,LIFT
133,WS-001,2026-09-23T08:00:00,34.4,58,12,59.4,22.7,81.3,78.0,65,1,12,SWING
134,WS-001,2026-09-23T08:00:00,34.2,58,12,59.3,20.9,80.0,48.5,20,1,12,DUMP
135,WS-001,2026-09-23T08:00:00,32.9,58,12,59.3,21.0,79.5,50.1,20,1,12,RETURN
136,WS-001,2026-09-23T08:00:00,34.5,58,12,59.3,20.9,80.2,48.5,20,1,12,ACQUIRE
137,WS-001,2026-09-23T08:00:00,34.2,58,12,59.3,22.6,81.2,77.2,65,1,12,LIFT
138,WS-001,2026-09-23T08:00:00,33.0,58,12,59.3,22.6,80.6,76.4,65,1,12,SWING
139,WS-001,2026-09-23T08:00:00,33.5,58,12,59.2,20.9,79.7,48.0,20,1,12,DUMP
140,WS-001,2026-09-23T08:00:00,33.3,58,12,59.2,21.0,79.6,49.2,20,1,12,RETURN
141,WS-001,2026-09-23T08:00:00,34.1,58,12,59.2,21.1,80.1,51.3,20,1,12,ACQUIRE
142,WS-001,2026-09-23T08:00:00,33.3,58,12,59.2,22.2,80.5,70.6,65,1,12,LIFT
143,WS-001,2026-09-23T08:00:00,34.7,58,12,59.2,22.5,81.3,75.0,65,1,12,SWING
144,WS-001,2026-09-23T08:00:00,33.5,58,12,59.1,21.1,79.8,52.3,20,1,12,DUMP
145,WS-001,2026-09-23T08:00:00,33.3,58,12,59.1,20.9,79.6,48.7,20,1,12,RETURN
146,WS-001,2026-09-23T08:00:00,33.4,58,12,59.1,20.8,79.6,47.0,20,1,6,ACQUIRE
147,WS-001,2026-09-23T08:00:00,32.9,58,12,59.1,22.6,80.5,76.4,65,1,6,LIFT
148,WS-001,2026-09-23T08:00:00,34.6,58,12,59.1,22.5,81.3,75.4,65,1,6,SWING
149,WS-001,2026-09-23T08:00:00,33.1,58,12,59.0,20.9,79.5,48.5,20,1,6,DUMP
150,WS-001,2026-09-23T08:00:00,33.4,58,12,59.0,21.0,79.7,49.7,20,1,6,RETURN
151,WS-002,2026-09-23T08:00:00,33.1,58,12,62.0,21.2,79.7,52.9,20,1,12,ACQUIRE
152,WS-002,2026-09-23T08:00:00,32.7,58,12,62.0,22.7,80.5,77.8,65,1,12,LIFT
153,WS-002,2026-09-23T08:00:00,33.5,58,12,62.0,22.3,80.6,72.2,65,1,12,SWING
154,WS-002,2026-09-23T08:00:00,33.4,58,12,61.9,21.0,79.7,50.5,20,1,12,DUMP
155,WS-002,2026-09-23T08:00:00,33.9,58,12,61.9,20.7,79.8,45.4,20,1,12,RETURN
156,WS-002,2026-09-23T08:00:00,33.7,58,12,61.9,20.9,79.8,49.0,20,1,12,ACQUIRE
157,WS-002,2026-09-23T08:00:00,34.4,58,12,61.9,22.3,81.1,72.3,65,1,12,LIFT
158,WS-002,2026-09-23T08:00:00,34.2,58,12,61.9,22.5,81.1,74.9,65,1,12,SWING
159,WS-002,2026-09-23T08:00:00,33.4,58,12,61.8,21.0,79.7,50.1,20,1,12,DUMP
160,WS-002,2026-09-23T08:00:00,34.0,58,12,61.8,21.0,80.0,50.4,20,1,12,RETURN
161,WS-002,2026-09-23T08:00:00,34.3,58,12,61.8,21.0,80.2,50.3,20,1,12,ACQUIRE
162,WS-002,2026-09-23T08:00:00,34.6,58,12,61.8,22.5,81.3,75.0,65,1,12,LIFT
163,WS-002,2026-09-23T08:00:00,34.7,58,12,61.8,22.5,81.4,75.2,65,1,12,SWING
164,WS-002,2026-09-23T08:00:00,33.6,58,12,61.7,20.9,79.7,48.5,20,1,12,DUMP
165,WS-002,2026-09-23T08:00:00,34.1,58,12,61.7,21.1,80.1,50.9,20,1,12,RETURN
166,WS-002,2026-09-23T08:00:00,33.2,58,12,61.7,20.8,79.5,47.4,20,1,12,ACQUIRE
167,WS-002,2026-09-23T08:00:00,34.5,58,12,61.7,22.3,81.1,71.4,65,1,12,LIFT
168,WS-002,2026-09-23T08:00:00,33.3,58,12,61.7,22.5,80.6,74.3,65,1,12,SWING
169,WS-002,2026-09-23T08:00:00,34.9,58,12,61.6,21.0,80.4,49.2,20,1,12,DUMP
170,WS-002,2026-09-23T08:00:00,34.8,58,12,61.6,21.1,80.5,51.6,20,1,12,RETURN
171,WS-002,2026-09-23T08:00:00,33.4,58,12,61.6,21.1,79.8,51.6,20,1,12,ACQUIRE
172,WS-002,2026-09-23T08:00:00,33.8,58,12,61.6,22.6,81.0,76.5,65,1,12,LIFT
173,WS-002,2026-09-23T08:00:00,34.3,58,12,61.6,22.4,81.1,72.7,65,1,12,SWING
174,WS-002,2026-09-23T08:00:00,33.0,58,12,61.5,21.2,79.6,52.7,20,1,12,DUMP
175,WS-002,2026-09-23T08:00:00,33.0,58,12,61.5,21.2,79.6,52.7,20,1,12,RETURN
176,WS-002,2026-09-23T08:00:00,34.3,58,12,61.5,21.0,80.2,50.8,20,1,6,ACQUIRE
177,WS-002,2026-09-23T08:00:00,34.5,58,12,61.5,22.7,81.4,77.7,65,1,6,LIFT
178,WS-002,2026-09-23T08:00:00,34.0,58,12,61.5,22.4,80.9,72.9,65,1,6,SWING
179,WS-002,2026-09-23T08:00:00,33.9,58,12,61.4,20.7,79.8,45.1,20,1,6,DUMP
180,WS-002,2026-09-23T08:00:00,33.3,58,12,61.4,20.9,79.6,48.6,20,1,6,RETURN
181,WS-002,2026-09-23T08:00:00,33.5,58,12,61.4,21.0,79.8,50.4,20,1,12,ACQUIRE
182,WS-002,2026-09-23T08:00:00,33.2,58,12,61.4,22.6,80.7,76.6,65,1,12,LIFT
183,WS-002,2026-09-23T08:00:00,33.8,58,12,61.4,22.3,80.7,70.9,65,1,12,SWING
184,WS-002,2026-09-23T08:00:00,32.3,58,12,61.3,20.7,79.0,45.2,20,1,12,DUMP
185,WS-002,2026-09-23T08:00:00,33.5,58,12,61.3,21.0,79.7,49.5,20,1,12,RETURN
186,WS-002,2026-09-23T08:00:00,33.5,58,12,61.3,20.8,79.6,46.8,20,1,12,ACQUIRE
187,WS-002,2026-09-23T08:00:00,31.7,58,12,61.3,22.6,79.9,76.6,65,1,12,LIFT
188,WS-002,2026-09-23T08:00:00,33.3,58,12,61.3,22.3,80.5,72.4,65,1,12,SWING
189,WS-002,2026-09-23T08:00:00,32.2,58,12,61.2,20.8,78.9,46.1,20,1,12,DUMP
190,WS-002,2026-09-23T08:00:00,33.2,58,12,61.2,20.8,79.5,47.4,20,1,12,RETURN
191,WS-002,2026-09-23T08:00:00,32.2,58,12,61.2,20.7,78.9,45.8,20,1,12,ACQUIRE
192,WS-002,2026-09-23T08:00:00,33.0,58,12,61.2,22.3,80.3,71.1,65,1,12,LIFT
193,WS-002,2026-09-23T08:00:00,32.0,58,12,61.2,22.5,80.0,75.4,65,1,12,SWING
194,WS-002,2026-09-23T08:00:00,32.6,58,12,61.1,21.2,79.4,52.6,20,1,12,DUMP
195,WS-002,2026-09-23T08:00:00,31.9,58,12,61.1,21.1,79.0,50.9,20,1,12,RETURN
196,WS-002,2026-09-23T08:00:00,31.3,58,12,61.1,20.9,78.6,48.3,20,1,12,ACQUIRE
197,WS-002,2026-09-23T08:00:00,31.2,58,12,61.1,22.4,79.6,73.9,65,1,12,LIFT
198,WS-002,2026-09-23T08:00:00,31.8,58,12,61.1,22.7,80.0,77.6,65,1,12,SWING
199,WS-002,2026-09-23T08:00:00,31.1,58,12,61.0,20.9,78.5,48.0,20,1,12,DUMP
200,WS-002,2026-09-23T08:00:00,31.9,58,12,61.0,21.2,79.1,52.6,20,1,12,RETURN
201,WS-002,2026-09-23T08:00:00,32.8,58,12,61.0,20.7,79.2,45.8,20,1,12,ACQUIRE
202,WS-002,2026-09-23T08:00:00,32.4,58,12,61.0,22.5,80.2,74.4,65,1,12,LIFT
203,WS-002,2026-09-23T08:00:00,33.1,58,12,61.0,22.4,80.5,72.9,65,1,12,SWING
204,WS-002,2026-09-23T08:00:00,32.0,58,12,60.9,20.8,78.9,46.5,20,1,12,DUMP
205,WS-002,2026-09-23T08:00:00,31.5,58,12,60.9,21.1,78.8,51.8,20,1,12,RETURN
206,WS-002,2026-09-23T08:00:00,32.2,58,12,60.9,21.0,79.1,50.3,20,1,6,ACQUIRE
207,WS-002,2026-09-23T08:00:00,32.7,58,12,60.9,22.5,80.3,74.8,65,1,6,LIFT
208,WS-002,2026-09-23T08:00:00,31.5,58,12,60.9,22.6,79.8,76.3,65,1,6,SWING
209,WS-002,2026-09-23T08:00:00,32.0,58,12,60.8,20.8,78.8,46.0,20,1,6,DUMP
210,WS-002,2026-09-23T08:00:00,32.8,58,12,60.8,20.7,79.2,45.5,20,1,6,RETURN
211,WS-002,2026-09-23T08:00:00,33.3,58,12,60.8,20.8,79.5,46.7,20,1,12,ACQUIRE
212,WS-002,2026-09-23T08:00:00,32.2,58,12,60.8,22.6,80.2,77.0,65,1,12,LIFT
213,WS-002,2026-09-23T08:00:00,32.6,58,12,60.8,22.3,80.1,71.2,65,1,12,SWING
214,WS-002,2026-09-23T08:00:00,33.8,58,12,60.7,20.7,79.7,45.0,20,1,12,DUMP
215,WS-002,2026-09-23T08:00:00,33.8,58,12,60.7,20.8,79.7,46.2,20,1,12,RETURN
216,WS-002,2026-09-23T08:00:00,32.5,58,12,60.7,20.8,79.1,47.0,20,1,12,ACQUIRE
217,WS-002,2026-09-23T08:00:00,32.7,58,12,60.7,22.5,80.4,75.3,65,1,12,LIFT
218,WS-002,2026-09-23T08:00:00,32.5,58,12,60.7,22.2,80.1,70.1,65,1,12,SWING
219,WS-002,2026-09-23T08:00:00,34.1,58,12,60.6,20.8,79.9,46.9,20,1,12,DUMP
220,WS-002,2026-09-23T08:00:00,33.2,58,12,60.6,20.8,79.5,46.4,20,1,12,RETURN
221,WS-002,2026-09-23T08:00:00,32.8,58,12,60.6,21.1,79.4,50.9,20,1,12,ACQUIRE
222,WS-002,2026-09-23T08:00:00,33.8,58,12,60.6,22.6,80.9,76.0,65,1,12,LIFT
223,WS-002,2026-09-23T08:00:00,33.7,58,12,60.6,22.6,80.9,76.2,65,1,12,SWING
224,WS-002,2026-09-23T08:00:00,33.9,58,12,60.5,20.8,79.8,45.9,20,1,12,DUMP
225,WS-002,2026-09-23T08:00:00,33.9,58,12,60.5,21.2,80.1,52.6,20,1,12,RETURN
226,WS-002,2026-09-23T08:00:00,33.0,58,12,60.5,21.1,79.6,51.3,20,1,12,ACQUIRE
227,WS-002,2026-09-23T08:00:00,34.7,58,12,60.5,22.5,81.3,74.2,65,1,12,LIFT
228,WS-002,2026-09-23T08:00:00,33.9,58,12,60.5,22.7,81.1,77.7,65,1,12,SWING
229,WS-002,2026-09-23T08:00:00,33.1,58,12,60.4,20.9,79.5,48.8,20,1,12,DUMP
230,WS-002,2026-09-23T08:00:00,33.8,58,12,60.4,21.0,79.9,50.5,20,1,12,RETURN
231,WS-002,2026-09-23T08:00:00,34.0,58,12,60.4,21.1,80.1,52.3,20,1,12,ACQUIRE
232,WS-002,2026-09-23T08:00:00,33.1,58,12,60.4,22.2,80.4,70.6,65,1,12,LIFT
233,WS-002,2026-09-23T08:00:00,34.2,58,12,60.4,22.2,80.9,70.5,65,1,12,SWING
234,WS-002,2026-09-23T08:00:00,33.5,58,12,60.3,21.0,79.8,50.1,20,1,12,DUMP
235,WS-002,2026-09-23T08:00:00,34.0,58,12,60.3,20.9,79.9,47.6,20,1,12,RETURN
236,WS-002,2026-09-23T08:00:00,34.8,58,12,60.3,21.0,80.4,49.2,20,1,6,ACQUIRE
237,WS-002,2026-09-23T08:00:00,33.6,58,12,60.3,22.5,80.8,74.8,65,1,6,LIFT
238,WS-002,2026-09-23T08:00:00,32.9,58,12,60.3,22.5,80.5,75.6,65,1,6,SWING
239,WS-002,2026-09-23T08:00:00,34.3,58,12,60.2,21.0,80.2,50.2,20,1,6,DUMP
240,WS-002,2026-09-23T08:00:00,34.0,58,12,60.2,21.0,80.0,50.8,20,1,6,RETURN
241,WS-002,2026-09-23T08:00:00,32.8,58,12,60.2,20.9,79.3,48.6,20,1,12,ACQUIRE
242,WS-002,2026-09-23T08:00:00,32.8,58,12,60.2,22.4,80.3,72.7,65,1,12,LIFT
243,WS-002,2026-09-23T08:00:00,33.1,58,12,60.2,22.4,80.5,73.3,65,1,12,SWING
244,WS-002,2026-09-23T08:00:00,32.3,58,12,60.1,20.9,79.1,48.4,20,1,12,DUMP
245,WS-002,2026-09-23T08:00:00,33.4,58,12,60.1,20.9,79.6,48.0,20,1,12,RETURN
246,WS-002,2026-09-23T08:00:00,32.2,58,12,60.1,21.1,79.2,52.4,20,1,12,ACQUIRE
247,WS-002,2026-09-23T08:00:00,32.0,58,12,60.1,22.6,80.1,76.7,65,1,12,LIFT
248,WS-002,2026-09-23T08:00:00,31.9,58,12,60.1,22.2,79.8,70.8,65,1,12,SWING
